Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,SERP Features,Trend
action hoe,1000,80.49,0.37,0.99,268000000,"Images, Reviews, Video","0.16,0.11,0.09,0.16,0.20,0.42,0.67,1.00,1.00,0.79,0.54,0.30"
kbr construction,1000,81.88,0.46,0.17,5380000,"Local Pack, Images, Site Links, Reviews","0.13,0.16,0.11,0.16,0.20,0.16,0.13,0.20,1.00,0.36,0.30,0.16"
meal plan for abs,1000,86.35,1.44,0.11,19800000,"Images, Site Links, Reviews, Featured Snippet","0.68,0.55,0.68,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.77,0.68"
pv panels,1000,71.62,5.96,0.82,41500000,"Knowledge Panel, Site Links","0.77,0.77,0.68,0.68,0.68,0.77,1.00,0.77,0.68,0.77,0.77,0.77"
tropical wedding invitations,1000,74.09,2.05,1.00,16500000,"Images, Reviews","0.55,0.45,0.37,1.00,0.68,1.00,0.68,0.77,1.00,1.00,0.77,0.77"
white writing desk with drawers,1000,89.51,0.84,1.00,75400000,"Images, Site Links, Reviews","0.77,0.68,0.77,1.00,1.00,0.68,0.45,0.55,0.68,1.00,1.00,0.68"
foods high in protein and low in carbs,880,90.86,0.73,0.20,0,"Carousel, Site Links, Reviews","0.72,0.59,0.59,1.00,0.88,1.00,1.00,1.00,0.88,0.88,0.88,0.88"
jenjenhouse,880,82.83,0.34,0.38,310000,"Images, Site Links, Reviews","0.68,0.55,0.45,1.00,1.00,1.00,0.77,0.68,0.68,0.55,0.45,0.45"
mobile file cabinet,880,84.94,2.15,1.00,114000000,"Images, Site Links, Reviews","0.55,0.68,0.68,1.00,1.00,0.68,0.68,0.68,0.68,0.77,0.77,0.68"
plus size bridal shops,880,57.65,1.21,0.95,28500000,"Local Pack, Site Links, Reviews","0.55,0.45,0.45,1.00,0.63,0.63,0.45,0.45,0.55,0.55,0.63,0.55"
plus size wedding guest dresses cheap,880,84.47,0.80,1.00,40900000,Images,"1.00,0.45,0.30,0.55,0.55,0.63,0.55,0.45,0.37,0.55,0.55,0.55"
red long sleeve cocktail dress,880,88.50,1.05,1.00,254000000,"Images, Reviews","0.42,1.00,0.67,0.54,0.30,0.16,0.11,0.09,0.09,0.11,0.25,0.37"
arrow clothing,720,76.57,0.69,0.93,203000000,"Images, Site Links, Reviews","1.00,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.67,0.67,0.82,0.82"
best wedding dresses for plus size brides,720,78.65,0.84,1.00,14800000,"Images, Site Links, Featured Snippet","0.88,0.72,0.72,1.00,0.88,0.88,0.59,0.48,0.48,0.59,0.48,0.48"
disney world travel packages,720,82.01,0.73,0.44,389000000,"Site Links, Video","0.48,0.48,0.59,1.00,0.88,0.88,0.72,0.72,0.88,0.72,0.59,0.59"
domino pizza promo code,720,86.97,0.60,0.17,5330000,"Images, Site Links, Reviews, Video","0.59,0.59,1.00,1.00,0.88,0.72,0.72,0.88,0.72,0.48,0.59,0.72"
marina el cid spa and beach resort,720,79.85,0.78,0.34,4020000,"Site Links, Reviews","1.00,0.77,0.68,1.00,0.77,0.30,0.11,0.16,0.20,0.25,0.55,0.37"
r and r motors,720,58.57,0.00,0.01,373000000,"Local Pack, Images, Site Links, Reviews, Video","0.67,0.67,0.55,0.67,0.67,0.82,0.82,0.82,0.82,1.00,0.82,0.82"
smith law firm,720,38.02,10.86,0.20,147000000,"Local Pack, Site Links, Reviews","0.82,0.67,0.55,0.82,0.67,0.82,0.82,0.82,0.82,1.00,0.82,0.82"
whole food meal plan,720,80.16,1.82,0.18,221000000,"Top Stories, Images, Site Links, Reviews","0.67,0.67,0.67,1.00,0.82,0.82,0.67,0.82,0.82,1.00,0.82,0.82"
