Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,SERP Features,Trend
mens clothing brands,12100,87.79,1.70,1.00,1450000000,"Local Pack, Images, Site Links, Featured Snippet","0.67,1.00,0.82,0.45,0.36,0.45,0.45,0.36,0.36,0.45,0.45,0.36"
adsk stock,9900,90.60,4.35,0.00,17800000,"Instant Answer, Knowledge Panel, Top Stories, Images, Site Links, Reviews","0.45,0.67,0.30,0.36,0.55,0.55,0.45,0.67,0.30,0.30,1.00,0.45"
electric leaf blower,9900,87.90,1.41,1.00,36500000,"Images, Site Links, Reviews","0.67,1.00,0.67,0.30,0.24,0.45,0.67,0.67,0.55,0.45,0.45,0.55"
how to lose back fat,9900,90.32,2.60,0.59,242000000,"Images, Site Links, Reviews, Featured Snippet","0.55,0.55,0.55,0.82,0.82,1.00,1.00,1.00,1.00,1.00,0.82,0.82"
jnj stock price today,9900,91.42,3.80,0.00,88,"Instant Answer, Knowledge Panel, Top Stories, Images, Site Links, Reviews","0.67,0.67,1.00,0.55,0.36,0.36,0.30,0.30,0.30,0.36,0.45,0.30"
low calorie breakfast,9900,84.99,1.79,0.18,107000000,"Site Links, Reviews","0.55,0.45,0.45,1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.67"
mro stock price,9900,89.61,2.52,0.00,9450000,"Instant Answer, Knowledge Panel, Top Stories, Site Links, Reviews","1.00,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.82,1.00,1.00"
one main loan,9900,84.64,2.91,0.40,819000000,"Local Pack, Images, Site Links, Reviews","0.45,0.45,0.55,0.36,0.24,0.45,1.00,0.67,0.55,0.82,1.00,0.67"
rcl stock,9900,88.93,3.48,0.00,97,"Instant Answer, Knowledge Panel, Top Stories, Site Links, Reviews, Video","0.82,0.67,0.67,1.00,0.67,0.67,0.67,0.82,0.67,1.00,0.82,0.67"
90s grunge fashion,8100,82.25,0.46,0.28,25700000,"Site Links, Reviews, Featured Snippet","0.30,0.16,0.13,0.20,0.20,0.16,0.20,0.20,0.24,0.45,0.55,1.00"
anf stock,8100,89.14,3.99,0.00,97,"Instant Answer, Knowledge Panel, Top Stories, Images, Site Links, Reviews","0.36,0.67,0.36,0.36,0.20,1.00,0.36,0.67,0.55,0.45,0.67,0.55"
buick convertible,8100,86.71,1.92,0.31,61800000,"Knowledge Panel, Site Links, Reviews","0.67,0.36,0.36,0.67,0.67,0.67,0.67,0.67,0.82,1.00,1.00,0.82"
fdx stock price,8100,89.94,3.37,0.00,923000,"Instant Answer, Knowledge Panel, Top Stories, Images, Site Links, Reviews","0.55,0.45,1.00,0.45,0.36,0.45,0.36,0.55,0.67,0.67,0.55,1.00"
last minute vacations,8100,79.78,0.81,0.85,525000000,Reviews,"0.45,0.55,0.82,0.67,0.82,1.00,0.55,0.55,0.82,0.82,0.67,0.36"
medicare plans,8100,81.56,8.15,0.90,107000000,"Images, Site Links","1.00,1.00,0.67,0.55,0.55,0.55,0.45,0.55,0.45,0.45,0.55,0.67"
okta stock price,8100,89.51,6.37,0.00,1340000,"Instant Answer, Knowledge Panel, Top Stories, Site Links, Reviews","0.45,0.45,0.45,0.55,0.55,0.67,0.67,0.82,1.00,0.82,1.00,0.82"
old navy bathing suits,8100,89.46,0.94,1.00,6600000,"Reviews, Featured Snippet","0.03,0.04,0.05,0.16,0.24,0.55,0.45,0.82,1.00,0.67,0.20,0.06"
proflowers promo code,8100,87.69,1.48,1.00,232000,Reviews,"0.45,0.30,0.36,0.45,1.00,0.30,0.36,0.82,0.16,0.16,0.16,0.11"
veeva stock,8100,87.85,5.01,0.01,74,"Instant Answer, Knowledge Panel, Top Stories, Images, Site Links, Reviews","0.67,0.45,0.45,0.55,0.82,0.82,0.82,1.00,1.00,0.82,1.00,0.67"
zoosk promo code,8100,77.47,0.34,0.15,1380000,"Images, Reviews, Video","0.67,0.82,0.67,0.82,0.67,0.67,0.82,0.82,1.00,1.00,0.82,0.82"
emhtf stock,6600,86.26,3.01,0.03,87,"Instant Answer, Knowledge Panel, Images, Site Links","1.00,0.67,0.55,0.82,1.00,1.00,0.82,0.55,0.36,0.36,0.44,0.29"
fossil promo code,6600,87.20,3.34,0.37,7290000,"Site Links, Reviews, Video","0.45,1.00,1.00,0.36,0.36,0.30,0.30,0.30,0.30,0.30,0.36,0.30"
malpractice insurance,6600,72.37,7.21,0.69,22900000,"Knowledge Panel, Top Stories, Reviews, Featured Snippet","0.81,0.81,0.67,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.81"
mobile loans,6600,70.64,2.18,0.47,1260000000,"Site Links, Reviews","1.00,1.00,0.81,0.81,0.67,0.67,0.67,0.81,0.81,1.00,1.00,1.00"
tortilla carbs,6600,82.12,5.00,0.11,32800000,"Instant Answer, Knowledge Panel, Reviews, Video","0.67,0.54,0.44,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.67"
uninsured motorist,6600,85.49,3.39,0.11,2930000,"Site Links, Reviews, Featured Snippet","1.00,1.00,0.82,1.00,0.82,1.00,1.00,1.00,0.82,1.00,1.00,1.00"
black outfits,5400,83.22,1.11,1.00,801000000,"Site Links, Reviews, Featured Snippet","0.67,0.67,0.54,0.67,0.67,0.67,0.54,0.44,0.54,0.81,1.00,1.00"
black tux promo code,5400,80.92,4.57,0.47,1420000,"Images, Site Links, Reviews, Video","0.54,0.44,0.36,0.54,0.54,0.81,1.00,0.81,0.67,0.81,1.00,1.00"
